words,Parts of speech,Number of word meanings,word meaning sequence number,Sentiment classification,strength,polarity,polar weight
romantic figure,idiom,1,1,Praiseworthy,9,1,2
unparalleled group,idiom,1,1,Praiseworthy,9,1,2
iron zhengzheng,idiom,1,1,Praiseworthy,7,1,2
oral science,idiom,1,1,Blameworthy,3,2,2
reborn parents,idiom,1,1,Praiseworthy,9,1,2
layman,idiom,1,1,Blameworthy,3,2,2
instant results,idiom,1,1,Praiseworthy,3,1,2
sudden rise,idiom,1,1,Undesirable,5,0,1
unruly talent,idiom,1,1,Praiseworthy,5,1,2
well aware,idiom,1,1,Confirmed,5,1,2
very prosperous,idiom,1,1,Praiseworthy,7,1,2
trickle-down effort,idiom,1,1,Praiseworthy,3,1,2
like response,idiom,1,1,Praiseworthy,3,1,2
to succeed,idiom,1,1,Praiseworthy,3,1,2
dounan alone,idiom,1,1,Praiseworthy,9,1,2
guilin yizhi,idiom,1,1,Praiseworthy,5,1,2
emergencies,idiom,1,1,Praiseworthy,1,1,2
well organized,idiom,1,1,Praiseworthy,5,1,2
yaolin qiongshu,idiom,1,1,Praiseworthy,7,1,2
change appearance,idiom,1,1,Praiseworthy,1,0,1
pink jade,idiom,1,1,Praiseworthy,3,1,2
for sale,idiom,1,1,Praiseworthy,3,1,2
complete merits,idiom,1,1,Praiseworthy,9,1,2
crack shot,idiom,1,1,Praiseworthy,5,1,2
coming soon,idiom,1,1,Confirmed,3,1,2
hindsight,idiom,1,1,Blameworthy,5,2,2
do nothing,idiom,1,1,Blameworthy,3,2,2
the instigator,idiom,1,1,Blameworthy,9,2,2
mortal sin,idiom,1,1,Blameworthy,9,2,2
beiyuan shichu,idiom,1,1,Blameworthy,3,2,2
idiot's dream,idiom,1,1,Blameworthy,5,2,2
go astray,idiom,1,1,Blameworthy,5,2,2
bark,idiom,1,1,Blameworthy,3,2,2
curious coincidence,idiom,1,1,Undesirable,3,0,1
fair-weather friends,idiom,1,1,Blameworthy,3,2,2
sunless sundial,idiom,1,1,Praiseworthy,3,1,2
white hair,idiom,1,1,Praiseworthy,1,0,1
everything,idiom,1,1,Praiseworthy,1,0,1
great wall,idiom,1,1,Praiseworthy,1,0,1
gouxuan feed,idiom,1,1,Praiseworthy,1,1,2
haili yunchui,idiom,1,1,Praiseworthy,1,1,2
death,idiom,1,1,Praiseworthy,9,1,2
teacher's dignity,idiom,1,1,Praiseworthy,7,1,2
self-righteous,idiom,1,1,Blameworthy,3,2,2
laugh loudly,nw,1,1,Desirable,7,1,2
dumbass,nw,1,1,Blameworthy,7,2,2
sjb,nw,1,1,Blameworthy,5,2,2
scumbag,nw,1,1,Blameworthy,9,2,2
birdlike,nw,1,1,Blameworthy,5,2,2
stupid guy,nw,1,1,Blameworthy,3,2,2
really awesome,nw,1,1,Praiseworthy,7,1,2
black sheep,adj,1,1,Blameworthy,7,2,2
corrosion,verb,1,1,Blameworthy,1,2,2
build relationships,verb,1,1,Blameworthy,1,2,2
lazy man,noun,1,1,Blameworthy,7,2,2
fed up,idiom,1,1,Blameworthy,7,2,2
complex,adj,1,1,Blameworthy,1,2,2
acrimonious,adj,1,1,Blameworthy,7,2,2
discriminate,verb,1,1,Blameworthy,5,2,2
strong words,idiom,1,1,Blameworthy,5,2,2
act wildly,verb,1,1,Blameworthy,3,2,2
captious,verb,1,1,Blameworthy,5,2,2
do anything,idiom,1,1,Blameworthy,5,2,2
habit,noun,1,1,Blameworthy,1,2,2
premeditated,noun,1,1,Blameworthy,1,2,2
thieves,noun,1,1,Blameworthy,7,2,2
next work,adj,1,1,Blameworthy,7,2,2
immoral,adj,1,1,Blameworthy,7,2,2
confinement,adj,1,1,Blameworthy,1,2,2
withdrawn,adj,1,1,Blameworthy,1,2,2
glib,idiom,1,1,Blameworthy,5,2,2
private thoughts,noun,1,1,Blameworthy,3,2,2
edition sixty-four,idiom,1,1,Blameworthy,3,2,2
crude,adj,1,1,Blameworthy,7,2,2
subjective,adj,1,1,Blameworthy,1,2,2
chongyang,adj,1,1,Blameworthy,3,2,2
indecisive,adj,1,1,Blameworthy,5,2,2
disobedience,verb,1,1,Blameworthy,5,2,2
buy well,verb,1,1,Blameworthy,3,2,2
act dumb,verb,1,1,Blameworthy,3,2,2
numbness,adj,1,1,Blameworthy,3,2,2
paranoid,adj,1,1,Blameworthy,5,2,2
hysteresis,adj,1,1,Blameworthy,1,2,2
autocratic,adj,1,1,Blameworthy,7,2,2
content with,verb,1,1,Blameworthy,3,2,2
secular,adj,1,1,Blameworthy,5,2,2
diehard,noun,1,1,Blameworthy,5,2,2
idioms,verb,1,1,Blameworthy,3,2,2
one-sided words,noun,1,1,Blameworthy,1,2,2
make up,adj,1,1,Blameworthy,1,2,2
how unreasonable,idiom,1,1,Blameworthy,5,2,2
shoddy,adj,1,1,Blameworthy,3,2,2
adou,noun,1,1,Blameworthy,7,2,2
baiding,noun,1,1,Blameworthy,1,2,2
lost catkins,noun,1,1,Blameworthy,7,2,2
tyrant,noun,1,1,Blameworthy,7,2,2
stupid uncle,noun,1,1,Blameworthy,3,2,2
bad government,noun,1,1,Blameworthy,9,2,2
staggering,adj,1,1,Undesirable,9,0,1
highly respected,adj,1,1,Praiseworthy,7,2,2
new here,idiom,1,1,Undesirable,1,0,1
hooting,noun,1,1,Blameworthy,5,2,2
overlord,noun,1,1,Blameworthy,1,0,1
lifetime,adj,1,1,Praiseworthy,3,1,2
concierge,noun,1,1,Praiseworthy,3,1,2
uphold,verb,1,1,Praiseworthy,3,1,2
broad,adj,1,1,Praiseworthy,5,1,2
changming,adj,1,1,Praiseworthy,5,1,2
long-term,adj,1,1,Praiseworthy,5,1,2
glutton,noun,1,1,Blameworthy,1,2,2
excessive,verb,1,1,Blameworthy,7,2,2
smooth travel,verb,1,1,Praiseworthy,3,1,2
chaorun,adj,1,1,Praiseworthy,5,1,2
totally bright,adj,1,1,Praiseworthy,3,1,2
sincerely convinced,verb,1,1,Praiseworthy,5,1,2
silly words,noun,1,1,Blameworthy,1,2,2
vilify,verb,1,1,Blameworthy,3,2,2
notoriety,noun,1,1,Blameworthy,3,2,2
present,verb,1,1,Praiseworthy,5,0,1
reunion,verb,1,1,Desirable,5,0,1
stand,verb,1,1,Praiseworthy,3,1,2
initiative,verb,1,1,Praiseworthy,1,1,2
covet,verb,1,1,Blameworthy,5,2,2
defects,noun,1,1,Blameworthy,3,2,2
rough pull,adj,1,1,Blameworthy,1,2,2
usurp,verb,1,1,Blameworthy,5,2,2
slump,noun,1,1,Blameworthy,3,2,2
wilting,adj,1,1,Blameworthy,1,2,2
nightmare,noun,1,1,Undesirable,5,2,2
poor man,noun,1,1,Blameworthy,3,2,2
national treasure,noun,1,1,Desirable,3,1,2
country is,adj,1,1,Praiseworthy,1,1,2
too fine,adj,1,1,Praiseworthy,1,1,2
enemy,noun,1,1,Blameworthy,5,2,2
deny,verb,1,1,Blameworthy,3,2,2
brawl,verb,1,1,Blameworthy,7,2,2
malfeasance,verb,1,1,Blameworthy,5,2,2
bad breath,noun,1,1,Blameworthy,1,2,2
bad luck,noun,1,1,Blameworthy,3,2,2
annoying words,noun,1,1,Undesirable,1,2,2
bite back,verb,1,1,Blameworthy,5,2,2
non-punishment,noun,1,1,Blameworthy,7,2,2
vassal,verb,1,1,Blameworthy,3,2,2
inform,verb,1,1,Blameworthy,5,2,2
walk alone,verb,1,1,Blameworthy,3,2,2
strange circle,noun,1,1,Disconfirmed,3,0,1
recidivist,noun,1,1,Blameworthy,7,2,2
grotesque,adj,1,1,Blameworthy,3,2,2
talent,noun,1,1,Praiseworthy,5,1,2
daoxi,verb,1,1,Desirable,1,1,2
in season,verb,1,1,Desirable,3,1,2
front line,noun,1,1,Praiseworthy,3,0,1
essentials,adj,1,1,Praiseworthy,5,1,2
ding ding,adj,1,1,Praiseworthy,3,1,2
black market,noun,1,1,Blameworthy,1,2,2
rob,verb,1,1,Blameworthy,1,2,2
destruction,verb,1,1,Blameworthy,3,2,2
filthy stains,noun,1,1,Blameworthy,5,2,2
family scandal,noun,1,1,Undesirable,3,2,2
jie zhou,noun,1,1,Blameworthy,7,2,2
lai xue,verb,1,1,Blameworthy,1,2,2
exaggeration,verb,1,1,Blameworthy,3,2,2
fighter,noun,1,1,Praiseworthy,5,1,2
discuss carefully,noun,1,1,Praiseworthy,5,1,2
harmony,adj,1,1,Desirable,3,1,2
graceful,adj,1,1,Praiseworthy,5,1,2
enrong,noun,1,1,Praiseworthy,3,1,2
template,noun,1,1,Praiseworthy,5,1,2
fangrong,noun,1,1,Desirable,5,1,2
feng mao,adj,1,1,Praiseworthy,5,1,2
gospel,noun,1,1,Desirable,5,1,2
fushi,adj,1,1,Desirable,3,1,2
zhenbo,adj,1,1,Praiseworthy,5,1,2
willing to,verb,1,1,Praiseworthy,1,0,1
high ginseng,noun,1,1,Praiseworthy,3,1,2
sing high,verb,1,1,Desirable,3,0,1
cliche,noun,1,1,Blameworthy,3,2,2
waterlogging,noun,1,1,Undesirable,3,2,2
cold wind,noun,1,1,Blameworthy,1,0,1
bad rules,noun,1,1,Blameworthy,3,2,2
explicit,adj,1,1,Blameworthy,3,2,2
failed,adj,1,1,Undesirable,1,2,2
horse thief,noun,1,1,Blameworthy,5,2,2
wilderness,adj,1,1,Blameworthy,1,2,2
take credit,verb,1,1,Blameworthy,5,2,2
obsequious,noun,1,1,Blameworthy,5,2,2
superstitious,adj,1,1,Blameworthy,3,2,2
contemptuous name,noun,1,1,Blameworthy,3,2,2
liven up,verb,1,1,Praiseworthy,1,1,2
straight,adj,1,1,Praiseworthy,3,1,2
gong feng,verb,1,1,Praiseworthy,9,1,2
qualified,adj,1,1,Confirmed,5,1,2
bone strength,noun,1,1,Praiseworthy,5,1,2
mohist,noun,1,1,Blameworthy,5,2,2
widely,adj,1,1,Praiseworthy,3,0,1
guimu,noun,1,1,Praiseworthy,7,1,2
internal trouble,noun,1,1,Blameworthy,5,2,2
nizi,noun,1,1,Undesirable,7,2,2
ning xing,noun,1,1,Blameworthy,7,2,2
female stream,noun,1,1,Blameworthy,3,2,2
faults,noun,1,1,Blameworthy,3,2,2
taste,verb,1,1,Blameworthy,3,2,2
impose,verb,1,1,Blameworthy,3,2,2
hekou,adj,1,1,Praiseworthy,3,1,2
peace dove,noun,1,1,Desirable,1,1,2
congratulatory gift,noun,1,1,Praiseworthy,3,1,2
red scarf,noun,1,1,Praiseworthy,1,0,1
hong fu,adj,1,1,Praiseworthy,5,1,2
houfu,noun,1,1,Desirable,3,1,2
interoperability,verb,1,1,Desirable,1,1,2
huazhang,noun,1,1,Praiseworthy,7,1,2
discernment,noun,1,1,Praiseworthy,9,1,2
hungu,adj,1,1,Praiseworthy,5,1,2
rapids,noun,1,1,Praiseworthy,1,0,1
opportunity,noun,1,1,Desirable,1,1,2
mascot,noun,1,1,Desirable,1,1,2
powerful minister,noun,1,1,Blameworthy,7,2,2
crony,noun,1,1,Blameworthy,5,2,2
unwise,verb,1,1,Blameworthy,3,2,2
be punished,verb,1,1,Undesirable,5,2,2
be bullied,verb,1,1,Undesirable,5,2,2
preaching,verb,1,1,Blameworthy,3,2,2
private lord,noun,1,1,Blameworthy,5,2,2
long-standing disadvantages,noun,1,1,Blameworthy,5,2,2
chain,noun,1,1,Undesirable,5,2,2
play hooky,verb,1,1,Blameworthy,5,2,2
butcher,noun,1,1,Blameworthy,5,2,2
act rashly,verb,1,1,Blameworthy,5,2,2
finely chopped,adj,1,1,Blameworthy,3,2,2
cunning stick,noun,1,1,Blameworthy,7,2,2
secluded,adj,1,1,Undesirable,5,2,2
evil wealth,noun,1,1,Blameworthy,5,2,2
fierce look,noun,1,1,Undesirable,5,2,2
false name,noun,1,1,Blameworthy,5,2,2
smokescreen,noun,1,1,Blameworthy,5,2,2
tired of,verb,1,1,Blameworthy,5,2,2
pancreas view,noun,1,1,Blameworthy,5,2,2
clouds,noun,1,1,Blameworthy,5,2,2
obscene books,noun,1,1,Blameworthy,5,2,2
crowded,adj,1,1,Blameworthy,3,2,2
obscurity,noun,1,1,Blameworthy,5,2,2
listen personally,adj,1,1,Praiseworthy,3,1,2
qingbi,adj,1,1,Praiseworthy,3,1,2
superfluous,idiom,1,1,Blameworthy,3,2,2
tasty enough,adj,1,1,Praiseworthy,5,1,2
bloated,adj,1,1,Blameworthy,3,2,2
mild,adj,1,1,Praiseworthy,3,0,1
lucky,noun,1,1,Desirable,7,0,1
suffering,noun,1,1,Undesirable,7,0,1
completely opposite,idiom,1,1,Blameworthy,5,2,2
understanding,verb,1,1,Desirable,1,0,1
embellishment,verb,1,1,Desirable,1,0,1
rampant,verb,1,1,Blameworthy,9,2,2
intimate person,noun,1,1,Confirmed,7,0,1
blind,adj,1,1,Blameworthy,5,2,2
entangled,verb,1,1,Blameworthy,5,2,2
mistake,noun,1,1,Undesirable,7,0,1
top,noun,1,1,Praiseworthy,7,1,2
stiff,adj,1,1,Blameworthy,3,2,2
go against,verb,1,1,Blameworthy,3,2,2
stain,noun,1,1,Blameworthy,5,2,2
preferences,noun,1,1,Desirable,5,0,1
wisdom,noun,1,1,Praiseworthy,7,1,2
seclusion,verb,1,1,Blameworthy,5,2,2
stand upright,verb,1,1,Praiseworthy,3,1,2
upper class,adj,1,1,Praiseworthy,3,0,1
eager,adj,1,1,Desirable,5,0,1
decrepit,adj,1,1,Blameworthy,5,2,2
tight,adj,1,1,Undesirable,1,0,1
whimper,verb,1,1,Undesirable,5,0,1
bondage,noun,1,1,Undesirable,5,2,2
feel proud,verb,1,1,Desirable,5,1,2
tidy up,verb,1,1,Praiseworthy,3,1,2
nuisance,adj,1,1,Blameworthy,5,2,2
posthaste,idiom,1,1,Undesirable,3,0,1
tattered,adj,1,1,Blameworthy,7,2,2
dexterity,adj,1,1,Praiseworthy,5,1,2
apply mechanically,verb,1,1,Blameworthy,5,2,2
whispering sound,idiom,1,1,Blameworthy,3,2,2
hate deeply,verb,1,1,Blameworthy,9,0,1
it's natural,idiom,1,1,Confirmed,5,0,1
feel dizzy,adj,1,1,Blameworthy,7,2,2
earth-shaking,verb,1,1,Blameworthy,3,2,2
falsify,verb,1,1,Blameworthy,7,2,2
unobstructed,adj,1,1,Praiseworthy,5,1,2
penetrate,verb,1,1,Praiseworthy,5,0,1
bad plague,verb,1,1,Undesirable,5,0,1
noise,noun,1,1,Blameworthy,3,2,2
garish,adj,1,1,Undesirable,5,2,2
detailed preparation,adj,1,1,Praiseworthy,3,1,2
pleasant,adj,1,1,Desirable,5,1,2
goodbye,verb,1,1,Desirable,5,1,2
constructive,adj,1,1,Praiseworthy,5,1,2
stern face,verb,1,1,Undesirable,3,0,1
guaranteed,adj,1,1,Confirmed,5,0,1
tireless,idiom,1,1,Praiseworthy,3,1,2
top,adj,1,1,Praiseworthy,5,1,2
well equipped,idiom,1,1,Praiseworthy,3,1,2
aloof,adj,1,1,Desirable,5,0,1
hook up,verb,1,1,Blameworthy,3,2,2
habitual skills,noun,1,1,Blameworthy,5,2,2
subversion,verb,1,1,Blameworthy,3,2,2
forgive,verb,1,1,Confirmed,3,1,2
grand ceremony,noun,1,1,Praiseworthy,5,1,2
holy place,noun,1,1,Praiseworthy,3,1,2
sect,noun,1,1,Blameworthy,5,2,2
lippi,noun,1,1,Blameworthy,5,2,2
residual heat,adj,1,1,Praiseworthy,5,1,2
shoulder,verb,1,1,Confirmed,1,1,2
identify,verb,1,1,Praiseworthy,1,1,2
compete,adj,1,1,Praiseworthy,3,1,2
accountability,adj,1,1,Praiseworthy,3,1,2
self-esteem,noun,1,1,Praiseworthy,5,1,2
taciturn,adj,1,1,Blameworthy,1,2,2
gray hazy,adj,1,1,Undesirable,3,0,1
highest,adj,1,1,Praiseworthy,3,1,2
sullen face,adj,1,1,Undesirable,3,2,2
clemency,verb,1,1,Confirmed,3,1,2
tight pussy,adj,1,1,Undesirable,5,0,1
tips,noun,1,1,Desirable,3,1,2
baozhong,verb,1,1,Desirable,1,0,1
as expected,idiom,1,1,Praiseworthy,3,1,2
gloom,adj,1,1,Undesirable,5,1,2
hidden,verb,1,1,Blameworthy,1,2,2
sink,verb,1,1,Undesirable,5,2,2
peacefulness,idiom,1,1,Desirable,3,2,2
tight teeth,idiom,1,1,Praiseworthy,5,1,2
lifelong events,idiom,1,1,Undesirable,3,0,1
penghu chaimen,idiom,1,1,Undesirable,3,2,2
frost disease,idiom,1,1,Undesirable,1,0,1
die abroad,idiom,1,1,Undesirable,9,0,1
forever,idiom,1,1,Desirable,5,1,2
gx,nw,1,1,Praiseworthy,7,1,2
thumbs up,nw,1,1,Desirable,7,1,2
top down,nw,1,1,Praiseworthy,7,1,2
touched,nw,1,1,Desirable,3,1,2
support it,nw,1,1,Praiseworthy,7,1,2
means,noun,1,1,Blameworthy,1,2,2
want face,adj,1,1,Blameworthy,3,2,2
sticky,adj,1,1,Blameworthy,3,2,2
unbeatable,adj,1,1,Desirable,3,0,1
publicity,adj,1,1,Blameworthy,3,2,2
minions,noun,1,1,Blameworthy,5,2,2
qinghe,adj,1,1,Desirable,1,0,1
toughness,noun,1,1,Praiseworthy,3,1,2
save trouble,adj,1,1,Praiseworthy,5,1,2
hospitality,noun,1,1,Praiseworthy,5,1,2
shi xian,noun,1,1,Praiseworthy,5,1,2
grow,verb,1,1,Blameworthy,5,2,2
open mouth,adj,1,1,Blameworthy,5,2,2
slim show,adj,1,1,Praiseworthy,5,1,2
new year,adj,1,1,Praiseworthy,5,1,2
euphoria,adj,1,1,Desirable,5,1,2
commemorative medal,noun,1,1,Praiseworthy,3,1,2
yajie,adj,1,1,Praiseworthy,5,1,2
smoke scene,noun,1,1,Praiseworthy,5,1,2
tianjiao,adj,1,1,Praiseworthy,5,1,2
meaning,noun,1,1,Praiseworthy,5,1,2
concurrently,adj,1,1,Praiseworthy,9,1,2
dumbfounding,idiom,1,1,Undesirable,3,2,2
shortcut,noun,1,1,Praiseworthy,3,1,2
audiophile,noun,1,1,Desirable,7,0,1
evenly blended,adj,1,1,Praiseworthy,3,1,2
praise curtain,adj,1,1,Praiseworthy,5,1,2
raise eyebrows,verb,1,1,Desirable,3,1,2
honesty,adj,1,1,Praiseworthy,5,1,2
zte,adj,1,1,Desirable,5,1,2
selected,adj,1,1,Desirable,5,1,2
evolution,verb,1,1,Praiseworthy,1,0,1
zhuoba,adj,1,1,Praiseworthy,7,1,2
elite soldiers,noun,1,1,Praiseworthy,7,1,2
elite police,adj,1,1,Praiseworthy,7,1,2
subtle,adj,1,1,Praiseworthy,3,1,2
treatment,verb,1,1,Praiseworthy,3,1,2
book worship,idiom,1,1,Blameworthy,5,2,2
unseemly,idiom,1,1,Blameworthy,7,2,2
uncultured,adj,1,1,Blameworthy,9,2,2
trembling,adj,1,1,Undesirable,1,0,1
spooky,prep,1,1,Undesirable,9,2,2
virtue,noun,1,1,Blameworthy,5,2,2
changeable,adj,1,1,Blameworthy,3,2,2
cumbersome,adj,1,1,Undesirable,3,2,2
unenthusiastic,adj,1,1,Blameworthy,7,2,2
meaningless,idiom,1,1,Blameworthy,9,2,2
zhongzheng,adj,1,1,Praiseworthy,5,1,2
tight mouth,adj,1,1,Praiseworthy,3,1,2
very sad,idiom,1,1,Undesirable,9,2,2
unexamined,idiom,1,1,Blameworthy,9,2,2
thin-skinned,adj,1,1,Undesirable,3,0,1
self-blame,adj,1,1,Undesirable,5,0,1
saw it,adj,1,1,Undesirable,5,0,1
give face,verb,1,1,Praiseworthy,3,0,1
hilarity,verb,1,1,Desirable,7,0,1
le diandian,adj,1,1,Desirable,7,0,1
empty hole,adj,1,1,Blameworthy,3,2,2
flaming,adj,1,1,Praiseworthy,3,1,2
slip away,verb,1,1,Blameworthy,1,2,2
frizzy,idiom,1,1,Blameworthy,5,2,2
nothing serious,idiom,1,1,Blameworthy,3,2,2
demonic confusion,adj,1,1,Blameworthy,5,0,1
intemperance,prep,1,1,Blameworthy,9,2,2
high efficiency,prep,1,1,Praiseworthy,3,1,2
gifted pen,idiom,1,1,Praiseworthy,9,1,2
photo above,verb,1,1,Praiseworthy,3,1,2
compact,adj,1,1,Praiseworthy,1,1,2
proven,idiom,1,1,Praiseworthy,3,1,2
overwhelming advantage,idiom,1,1,Praiseworthy,7,1,2
curvaceous,prep,1,1,Praiseworthy,5,1,2
pragmatic,idiom,1,1,Praiseworthy,5,1,2
well mannered,idiom,1,1,Praiseworthy,9,1,2
son emperor,idiom,1,1,Blameworthy,9,2,2
festive,noun,1,1,Desirable,5,1,2
very satisfying,adj,1,1,Desirable,7,1,2
tianjinjin,adj,1,1,Desirable,5,1,2
lele taotao,adj,1,1,Desirable,5,1,2
family happiness,noun,1,1,Desirable,5,1,2
smiling mimi,adj,1,1,Desirable,5,1,2
annunciation,verb,1,1,Desirable,5,1,2
zhongting,adj,1,1,Desirable,3,1,2
indissoluble bond,noun,1,1,Desirable,1,1,2
lifeblood,noun,1,1,Desirable,7,1,2
stumpy,adj,1,1,Blameworthy,1,2,2
trust,verb,1,1,Confirmed,5,1,2
competence,noun,1,1,Praiseworthy,5,1,2
consistent,adj,1,1,Praiseworthy,5,1,2
gao jian,noun,1,1,Praiseworthy,5,1,2
beauty,adj,1,1,Praiseworthy,5,1,2
expensive,adj,1,1,Praiseworthy,5,1,2
approachable,adj,1,1,Praiseworthy,7,1,2
integrate everything,idiom,1,1,Praiseworthy,7,1,2
concentrate,adj,1,1,Praiseworthy,7,1,2
warm current,noun,1,1,Praiseworthy,5,1,2
stern,adj,1,1,Praiseworthy,5,1,2
winning jincai,idiom,1,1,Praiseworthy,9,1,2
open,adj,1,1,Praiseworthy,3,1,2
good,adj,1,1,Praiseworthy,5,1,2
gregarious,adj,1,1,Praiseworthy,5,1,2
wander around,adj,1,1,Praiseworthy,3,1,2
decisive,adj,1,1,Praiseworthy,3,1,2
kind-hearted,adj,1,1,Praiseworthy,7,1,2
congeniality,adj,1,1,Desirable,7,0,1
fertile,adj,1,1,Praiseworthy,5,1,2
shrewd,adj,1,1,Praiseworthy,5,1,2
excellence,adj,1,1,Praiseworthy,7,1,2
relief,verb,1,1,Praiseworthy,5,0,1
high speed,adj,1,1,Praiseworthy,5,1,2
efficient,adj,1,1,Praiseworthy,5,1,2
rising star,noun,1,1,Praiseworthy,5,1,2
qixiu,adj,1,1,Praiseworthy,5,1,2
good person,noun,1,1,Praiseworthy,5,1,2
perfect man,noun,1,1,Praiseworthy,9,1,2
meaningful,adj,1,1,Praiseworthy,3,0,1
superb,adj,1,1,Praiseworthy,9,1,2
tip,adj,1,1,Praiseworthy,5,1,2
secret decree,noun,1,1,Praiseworthy,1,1,2
treasure number,noun,1,1,Praiseworthy,7,1,2
repay virtue,verb,1,1,Praiseworthy,3,1,2
formal likeness,adj,1,1,Praiseworthy,3,1,2
in tears,idiom,1,1,Undesirable,7,0,1
swallow sadly,adj,1,1,Undesirable,5,0,1
umbrella,noun,1,1,Blameworthy,1,2,2
hateful appearance,adj,1,1,Blameworthy,7,2,2
hateful,verb,1,1,Blameworthy,5,0,1
all evil,verb,1,1,Blameworthy,7,2,2
tyrannical power,noun,1,1,Blameworthy,7,2,2
artificial,adj,1,1,Blameworthy,3,2,2
crocodile tears,idiom,1,1,Blameworthy,5,2,2
tiger wolf,noun,1,1,Blameworthy,5,2,2
pest,noun,1,1,Blameworthy,7,2,2
frantic,adj,1,1,Undesirable,9,2,2
terribly upset,adj,1,1,Undesirable,9,0,1
unbearable,adj,1,1,Undesirable,7,0,1
dilemma,idiom,1,1,Undesirable,5,0,1
backward,adj,1,1,Undesirable,3,2,2
wrangling,verb,1,1,Blameworthy,3,2,2
stumbling block,noun,1,1,Blameworthy,5,2,2
qingping world,idiom,1,1,Praiseworthy,3,1,2
doorpost door,idiom,1,1,Praiseworthy,7,1,2
practice frugality,idiom,1,1,Praiseworthy,7,1,2
self-made machine,idiom,1,1,Praiseworthy,5,1,2
unattainable,idiom,1,1,Undesirable,3,0,1
huang yangerun,idiom,1,1,Undesirable,5,0,1
a glimpse,idiom,1,1,Blameworthy,5,2,2
ease-of-use,idiom,1,1,Praiseworthy,5,1,2
ironclad evidence,idiom,1,1,Confirmed,3,0,1
trite,idiom,1,1,Blameworthy,7,2,2
bugulemon,idiom,1,1,Blameworthy,5,2,2
well-off home,idiom,1,1,Praiseworthy,3,1,2
inaccurate words,idiom,1,1,Blameworthy,3,2,2
qidong yeyu,idiom,1,1,Blameworthy,3,2,2
urgent need,idiom,1,1,Undesirable,5,0,1
brainless,idiom,1,1,Blameworthy,5,2,2
irreconcilable,idiom,1,1,Blameworthy,5,2,2
exhausted form,idiom,1,1,Blameworthy,7,2,2
endless stream,idiom,1,1,Desirable,5,1,2
exclude dissidents,idiom,1,1,Blameworthy,7,2,2
sweating profusely,idiom,1,1,Undesirable,1,0,1
pre-emptive strike,idiom,1,1,Praiseworthy,3,1,2
horseman speed,idiom,1,1,Praiseworthy,5,1,2
done,idiom,1,1,Desirable,7,1,2
dignitaries,idiom,1,1,Praiseworthy,3,0,1
kangzhuang avenue,idiom,1,1,Praiseworthy,5,1,2
gongruoqiushan,idiom,1,1,Praiseworthy,9,1,2
clever wisdom,idiom,1,1,Praiseworthy,5,1,2
blurt out,idiom,1,1,Praiseworthy,5,1,2
milfs,idiom,1,1,Praiseworthy,3,1,2
grand view,idiom,1,1,Praiseworthy,7,1,2
accomplished nothing,idiom,1,1,Blameworthy,7,2,2
self-inflicted sin,idiom,1,1,Blameworthy,9,2,2
part ways,idiom,1,1,Undesirable,3,0,1
forget why,idiom,1,1,Blameworthy,5,2,2
dizzying,idiom,1,1,Praiseworthy,3,1,2
unexpected,idiom,1,1,Undesirable,3,0,1
jin youyukun,idiom,1,1,Praiseworthy,3,1,2
busy city,idiom,1,1,Praiseworthy,3,0,1
strike later,idiom,1,1,Praiseworthy,1,0,1
hc,nw,1,1,Blameworthy,5,2,2
bd,nw,1,1,Blameworthy,5,2,2
pretend b,nw,1,1,Blameworthy,7,2,2
oh yeah,nw,1,1,Desirable,5,1,2
envy ing,nw,1,1,Desirable,7,1,2
nnd,nw,1,1,Blameworthy,5,2,2
neuropathy,nw,1,1,Blameworthy,5,2,2
sl,nw,1,1,Blameworthy,3,2,2
bucuo,nw,1,1,Praiseworthy,5,1,2
sneaking,adj,1,1,Blameworthy,5,2,2
flashy,adj,1,1,Blameworthy,7,2,2
expansion,verb,1,1,Blameworthy,1,2,2
old stubborn,noun,1,1,Blameworthy,5,2,2
complacent,adj,1,1,Blameworthy,3,2,2
warlike,adj,1,1,Blameworthy,3,2,2
war mad,noun,1,1,Blameworthy,1,2,2
madness,adj,1,1,Blameworthy,7,2,2
qu jie,verb,1,1,Blameworthy,5,2,2
unworthy,adj,1,1,Blameworthy,7,2,2
deception,adj,1,1,Blameworthy,7,2,2
inertia,noun,1,1,Blameworthy,3,2,2
stagnate,adj,1,1,Blameworthy,1,2,2
tacky,adj,1,1,Blameworthy,5,2,2
love face,adj,1,1,Blameworthy,3,2,2
playing tricks,idiom,1,1,Blameworthy,5,2,2
foolish,adj,1,1,Blameworthy,7,2,2
sanctimonious,idiom,1,1,Blameworthy,7,2,2
roughness,adj,1,1,Blameworthy,5,2,2
idleness,idiom,1,1,Blameworthy,5,2,2
furtive,idiom,1,1,Blameworthy,3,2,2
laugh at,verb,1,1,Blameworthy,5,2,2
nitpicking,idiom,1,1,Blameworthy,5,2,2
greed,noun,1,1,Blameworthy,5,2,2
eat alone,idiom,1,1,Blameworthy,3,2,2
dry up,adj,1,1,Blameworthy,3,0,1
yourou,adj,1,1,Blameworthy,3,2,2
within reach,idiom,1,1,Blameworthy,1,2,2
untrue,adj,1,1,Blameworthy,1,2,2
doesn't matter,adj,1,1,Blameworthy,3,0,1
not good,adj,1,1,Blameworthy,1,2,2
no good,verb,1,1,Undesirable,1,2,2
